X,Y,TYPE
1523,3455,MOVE
1525,3453,MOVE
1525,3453,UP
1525,3453,MOVE
1525,3453,DOWN
3551,3730,MOVE
3550,3731,MOVE
3549,3731,MOVE
3550,3731,MOVE
3552,3730,MOVE
3555,3729,MOVE
3555,3729,UP
3555,3729,MOVE
3555,3729,DOWN
3426,280,MOVE
3428,279,MOVE
3427,278,MOVE
3418,277,MOVE
3418,277,UP
3418,277,MOVE
3418,277,DOWN
2783,2056,MOVE
2785,2056,MOVE
2785,2056,UP
2785,2056,MOVE
2785,2056,DOWN
2393,1152,MOVE
2393,1151,MOVE
2393,1151,UP
2393,1151,MOVE
2393,1151,DOWN
2827,3394,MOVE
2827,3394,MOVE
2827,3395,MOVE
2829,3395,MOVE
2829,3394,MOVE
2831,3392,MOVE
2833,3390,MOVE
2837,3387,MOVE
2840,3383,MOVE
2844,3363,MOVE
2846,3339,MOVE
2850,3313,MOVE
2855,3287,MOVE
2861,3255,MOVE
2864,3219,MOVE
2874,3189,MOVE
2883,3161,MOVE
2893,3131,MOVE
2903,3105,MOVE
2908,3080,MOVE
2914,3057,MOVE
2923,3029,MOVE
2931,3004,MOVE
2935,2981,MOVE
2938,2958,MOVE
2942,2929,MOVE
2948,2904,MOVE
2955,2878,MOVE
2960,2850,MOVE
2974,2825,MOVE
2974,2825,UP
2974,2825,MOVE
2974,2825,DOWN
3495,3788,MOVE
3491,3788,MOVE
3490,3788,MOVE
3487,3788,MOVE
3485,3788,MOVE
3484,3788,MOVE
3480,3788,MOVE
3479,3786,MOVE
3479,3786,UP
3479,3786,MOVE
3479,3786,DOWN
2779,2024,MOVE
2777,2023,MOVE
2775,2019,MOVE
2775,2011,MOVE
2777,2001,MOVE
2780,1987,MOVE
2784,1970,MOVE
2806,1893,MOVE
2835,1814,MOVE
2873,1733,MOVE
2913,1644,MOVE
2956,1560,MOVE
2998,1483,MOVE
3042,1402,MOVE
3083,1323,MOVE
3129,1242,MOVE
3177,1163,MOVE
3227,1083,MOVE
3281,1000,MOVE
3335,917,MOVE
3392,835,MOVE
3461,756,MOVE
3530,677,MOVE
3601,602,MOVE
3714,484,MOVE
3714,484,UP
3714,484,MOVE
3714,484,DOWN
2601,1843,MOVE
2600,1846,MOVE
2596,1852,MOVE
2591,1862,MOVE
2585,1877,MOVE
2580,1895,MOVE
2573,1919,MOVE
2546,2028,MOVE
2528,2143,MOVE
2510,2268,MOVE
2494,2405,MOVE
2488,2534,MOVE
2487,2661,MOVE
2495,2789,MOVE
2510,2920,MOVE
2528,3054,MOVE
2554,3197,MOVE
2595,3344,MOVE
2644,3501,MOVE
2700,3656,MOVE
2772,3817,MOVE
2828,3973,MOVE
2867,4083,MOVE
2867,4083,UP
2867,4083,MOVE
2867,4083,DOWN
2325,1072,MOVE
2323,1071,MOVE
2321,1069,MOVE
2321,1069,UP
2321,1069,MOVE
2321,1069,DOWN
1213,3662,MOVE
1211,3662,MOVE
1207,3661,MOVE
1203,3661,MOVE
1199,3660,MOVE
1195,3660,MOVE
1192,3660,MOVE
1191,3660,MOVE
1194,3660,MOVE
1194,3660,UP
1194,3660,MOVE
1194,3660,DOWN
2275,3845,MOVE
2273,3845,MOVE
2270,3845,MOVE
2268,3844,MOVE
2265,3844,MOVE
2263,3844,MOVE
2263,3843,MOVE
2260,3842,MOVE
2262,3840,MOVE
2262,3840,UP
2262,3840,MOVE
2262,3840,DOWN
2795,2959,MOVE
2794,2957,MOVE
2795,2949,MOVE
2797,2938,MOVE
2801,2922,MOVE
2807,2902,MOVE
2814,2878,MOVE
2854,2771,MOVE
2897,2663,MOVE
2945,2550,MOVE
2991,2427,MOVE
3040,2311,MOVE
3081,2197,MOVE
3126,2082,MOVE
3179,1967,MOVE
3232,1847,MOVE
3278,1728,MOVE
3331,1609,MOVE
3392,1493,MOVE
3446,1382,MOVE
3518,1278,MOVE
3587,1178,MOVE
3639,1081,MOVE
3722,925,MOVE
3722,925,UP
3722,925,MOVE
3722,925,DOWN
3317,870,MOVE
3316,870,MOVE
3315,869,MOVE
3313,869,MOVE
3315,869,MOVE
3315,869,UP
3315,869,MOVE
3315,869,DOWN
2476,1265,MOVE
2477,1265,MOVE
2477,1265,UP
2477,1265,MOVE
2477,1265,DOWN
2921,3583,MOVE
2919,3582,MOVE
2918,3580,MOVE
2917,3578,MOVE
2917,3573,MOVE
2916,3566,MOVE
2923,3532,MOVE
2930,3494,MOVE
2942,3450,MOVE
2954,3398,MOVE
2970,3346,MOVE
2989,3291,MOVE
3007,3232,MOVE
3026,3167,MOVE
3054,3103,MOVE
3081,3034,MOVE
3113,2963,MOVE
3144,2893,MOVE
3172,2820,MOVE
3205,2744,MOVE
3242,2665,MOVE
3273,2589,MOVE
3311,2514,MOVE
3354,2437,MOVE
3388,2356,MOVE
3434,2274,MOVE
3471,2188,MOVE
3518,2099,MOVE
3560,2007,MOVE
3606,1914,MOVE
3654,1824,MOVE
3702,1734,MOVE
3749,1646,MOVE
3794,1565,MOVE
3841,1479,MOVE
3894,1388,MOVE
3924,1332,MOVE
3953,1271,MOVE
3986,1207,MOVE
4017,1139,MOVE
4040,1075,MOVE
4064,1009,MOVE
4064,1009,UP
4064,1009,MOVE
4064,1009,DOWN
2967,3945,MOVE
2965,3946,MOVE
2962,3948,MOVE
2958,3949,MOVE
2957,3951,MOVE
2956,3952,MOVE
2956,3953,MOVE
2956,3955,MOVE
2958,3956,MOVE
2961,3955,MOVE
2965,3952,MOVE
2965,3952,UP
2965,3952,MOVE
2965,3952,DOWN
2731,1114,MOVE
2733,1113,MOVE
2737,1114,MOVE
2737,1114,UP
2737,1114,MOVE
2737,1114,DOWN
3101,4019,MOVE
3098,4019,MOVE
3097,4019,MOVE
3095,4020,MOVE
3098,4021,MOVE
3098,4021,UP
3098,4021,MOVE
3098,4021,DOWN
1239,1567,MOVE
1237,1567,MOVE
1234,1568,MOVE
1231,1568,MOVE
1228,1568,MOVE
1225,1568,MOVE
1222,1568,MOVE
1222,1568,UP
1222,1568,MOVE
1222,1568,DOWN
2796,3824,MOVE
2795,3823,MOVE
2792,3823,MOVE
2789,3824,MOVE
2787,3824,MOVE
2790,3824,MOVE
2790,3824,UP
2790,3824,MOVE
2790,3824,DOWN
3197,3026,MOVE
3197,3025,MOVE
3199,3022,MOVE
3202,3017,MOVE
3205,3011,MOVE
3211,3002,MOVE
3219,2991,MOVE
3247,2941,MOVE
3281,2888,MOVE
3314,2833,MOVE
3355,2772,MOVE
3389,2717,MOVE
3419,2657,MOVE
3452,2599,MOVE
3495,2533,MOVE
3531,2467,MOVE
3560,2400,MOVE
3591,2321,MOVE
3620,2235,MOVE
3654,2154,MOVE
3679,2078,MOVE
3711,2002,MOVE
3743,1926,MOVE
3773,1850,MOVE
3803,1783,MOVE
3834,1710,MOVE
3876,1630,MOVE
3903,1577,MOVE
3937,1521,MOVE
3973,1454,MOVE
4004,1385,MOVE
4033,1319,MOVE
4033,1319,UP
4033,1319,MOVE
4033,1319,DOWN
3090,4043,MOVE
3090,4043,MOVE
3092,4042,MOVE
3092,4042,UP
3092,4042,MOVE
3092,4042,DOWN
2304,1873,MOVE
2303,1873,MOVE
2302,1872,MOVE
2301,1870,MOVE
2301,1869,MOVE
2304,1867,MOVE
2307,1867,MOVE
2307,1867,UP
2307,1867,MOVE
2307,1867,DOWN
2583,3646,MOVE
2584,3646,MOVE
2584,3644,MOVE
2582,3642,MOVE
2581,3638,MOVE
2580,3634,MOVE
2579,3611,MOVE
2581,3584,MOVE
2584,3552,MOVE
2582,3517,MOVE
2587,3482,MOVE
2595,3448,MOVE
2599,3414,MOVE
2610,3378,MOVE
2621,3346,MOVE
2625,3315,MOVE
2643,3286,MOVE
2654,3257,MOVE
2663,3226,MOVE
2664,3196,MOVE
2667,3161,MOVE
2677,3124,MOVE
2684,3083,MOVE
2690,3037,MOVE
2698,2988,MOVE
2708,2936,MOVE
2719,2887,MOVE
2733,2836,MOVE
2751,2787,MOVE
2767,2731,MOVE
2797,2677,MOVE
2827,2622,MOVE
2855,2563,MOVE
2881,2505,MOVE
2912,2453,MOVE
2912,2453,UP
2912,2453,MOVE
2912,2453,DOWN
2324,3835,MOVE
2324,3836,MOVE
2323,3836,MOVE
2321,3837,MOVE
2320,3837,MOVE
2317,3838,MOVE
2315,3838,MOVE
2315,3837,MOVE
2315,3837,UP
2315,3837,MOVE
2315,3837,DOWN
3128,4009,MOVE
3128,4009,MOVE
3128,4010,MOVE
3128,4010,UP
3128,4010,MOVE
3128,4010,DOWN
3021,1964,MOVE
3020,1964,MOVE
3021,1965,MOVE
3023,1966,MOVE
3024,1967,MOVE
3027,1968,MOVE
3028,1969,MOVE
3030,1970,MOVE
3033,1970,MOVE
3038,1971,MOVE
3038,1971,UP
3038,1971,MOVE
3038,1971,DOWN
3113,2640,MOVE
3110,2641,MOVE
3111,2641,MOVE
3111,2641,UP
3111,2641,MOVE
3111,2641,DOWN
2428,2098,MOVE
2425,2098,MOVE
2422,2098,MOVE
2423,2098,MOVE
2423,2098,UP
2423,2098,MOVE
2423,2098,DOWN
3490,954,MOVE
3491,952,MOVE
3491,951,MOVE
3491,951,UP
3491,951,MOVE
3491,951,DOWN
1422,1898,MOVE
1421,1899,MOVE
1421,1899,UP
1421,1899,MOVE
1421,1899,DOWN
3518,3088,MOVE
3518,3088,MOVE
3518,3089,MOVE
3520,3090,MOVE
3522,3091,MOVE
3526,3092,MOVE
3526,3092,UP
3526,3092,MOVE
3526,3092,DOWN
3307,604,MOVE
3309,605,MOVE
3311,606,MOVE
3311,606,UP
3311,606,MOVE
3311,606,DOWN
2496,897,MOVE
2496,898,MOVE
2496,899,MOVE
2498,900,MOVE
2501,900,MOVE
2501,900,UP
2501,900,MOVE
2501,900,DOWN
2679,1542,MOVE
2678,1542,MOVE
2678,1542,UP
2678,1542,MOVE
2678,1542,DOWN
2951,1124,MOVE
2949,1124,MOVE
2947,1122,MOVE
2949,1121,MOVE
2949,1121,UP
2949,1121,MOVE
2949,1121,DOWN
355,261,MOVE
355,262,MOVE
354,263,MOVE
354,263,UP
354,263,MOVE
354,263,DOWN
2153,2380,MOVE
2153,2380,MOVE
2153,2381,MOVE
2155,2381,MOVE
2157,2381,MOVE
2157,2381,UP
2157,2381,MOVE
2157,2381,DOWN
2242,3610,MOVE
2246,3608,MOVE
2246,3605,MOVE
2246,3602,MOVE
2248,3598,MOVE
2247,3578,MOVE
2247,3557,MOVE
2248,3535,MOVE
2252,3507,MOVE
2259,3472,MOVE
2264,3432,MOVE
2274,3381,MOVE
2282,3329,MOVE
2287,3274,MOVE
2300,3211,MOVE
2308,3147,MOVE
2318,3083,MOVE
2338,3013,MOVE
2358,2941,MOVE
2380,2868,MOVE
2400,2797,MOVE
2427,2723,MOVE
2452,2648,MOVE
2482,2572,MOVE
2518,2494,MOVE
2552,2416,MOVE
2593,2335,MOVE
2633,2250,MOVE
2674,2169,MOVE
2725,2084,MOVE
2772,2003,MOVE
2819,1918,MOVE
2875,1832,MOVE
2931,1748,MOVE
2997,1667,MOVE
3062,1587,MOVE
3129,1508,MOVE
3208,1432,MOVE
3283,1358,MOVE
3360,1289,MOVE
3439,1223,MOVE
3567,1116,MOVE
3567,1116,UP
3567,1116,MOVE
3567,1116,DOWN
2996,4007,MOVE
2994,4008,MOVE
2991,4008,MOVE
2991,4008,UP
2991,4008,MOVE
2991,4008,DOWN
3783,227,MOVE
3783,226,MOVE
3783,226,MOVE
3783,226,MOVE
3785,226,MOVE
3786,226,MOVE
3786,226,UP
3786,226,MOVE
3786,226,DOWN
2843,792,MOVE
2843,792,UP
2843,792,MOVE
2843,792,DOWN
3074,3219,MOVE
3072,3217,MOVE
3070,3213,MOVE
3067,3204,MOVE
3064,3189,MOVE
3061,3151,MOVE
3058,3077,MOVE
3061,2949,MOVE
3078,2798,MOVE
3114,2624,MOVE
3167,2428,MOVE
3244,2236,MOVE
3340,2052,MOVE
3464,1878,MOVE
3607,1714,MOVE
3829,1459,MOVE
3829,1459,UP
3829,1459,MOVE
3829,1459,DOWN
2204,2537,MOVE
2202,2537,MOVE
2198,2537,MOVE
2195,2537,MOVE
2194,2538,MOVE
2196,2539,MOVE
2196,2539,UP
2196,2539,MOVE
2196,2539,DOWN
2249,3108,MOVE
2248,3109,MOVE
2250,3110,MOVE
2250,3110,UP
2250,3110,MOVE
2250,3110,DOWN
3347,4032,MOVE
3343,4033,MOVE
3341,4033,MOVE
3341,4033,UP
3341,4033,MOVE
3341,4033,DOWN
2281,1284,MOVE
2281,1284,MOVE
2281,1284,UP
2281,1284,MOVE
2281,1284,DOWN
3038,1404,MOVE
3037,1404,MOVE
3034,1404,MOVE
3031,1404,MOVE
3030,1403,MOVE
3029,1402,MOVE
3032,1402,MOVE
3032,1402,UP
3032,1402,MOVE
3032,1402,DOWN
3844,269,MOVE
3842,268,MOVE
3842,268,UP
3842,268,MOVE
3842,268,DOWN
2475,1214,MOVE
2473,1214,MOVE
2469,1212,MOVE
2468,1211,MOVE
2468,1211,UP
2468,1211,MOVE
2468,1211,DOWN
423,311,MOVE
422,310,MOVE
419,309,MOVE
416,308,MOVE
414,307,MOVE
416,306,MOVE
416,306,UP
416,306,MOVE
416,306,DOWN
2472,1660,MOVE
2471,1659,MOVE
2471,1659,MOVE
2471,1658,MOVE
2471,1658,UP
2471,1658,MOVE
2471,1658,DOWN
1361,992,MOVE
1362,993,MOVE
1365,994,MOVE
1368,994,MOVE
1368,994,UP
1368,994,MOVE
1368,994,DOWN
1276,998,MOVE
1278,997,MOVE
1280,997,MOVE
1283,997,MOVE
1286,997,MOVE
1286,997,UP
1286,997,MOVE
1286,997,DOWN
188,224,MOVE
192,224,MOVE
194,224,MOVE
194,224,UP
194,224,MOVE
194,224,DOWN
1470,1999,MOVE
1470,2000,MOVE
1470,2001,MOVE
1470,2001,UP
1470,2001,MOVE
1470,2001,DOWN
2059,1264,MOVE
2059,1262,MOVE
2059,1257,MOVE
2059,1245,MOVE
2055,1214,MOVE
2052,1150,MOVE
2050,1051,MOVE
2055,935,MOVE
2069,802,MOVE
2089,646,MOVE
2118,468,MOVE
2171,297,MOVE
2240,69,MOVE
2240,69,UP
2240,69,MOVE
2240,69,DOWN
2207,1274,MOVE
2206,1278,MOVE
2204,1297,MOVE
2204,1341,MOVE
2209,1416,MOVE
2227,1512,MOVE
2264,1628,MOVE
2333,1764,MOVE
2430,1913,MOVE
2550,2050,MOVE
2682,2181,MOVE
2837,2302,MOVE
3005,2414,MOVE
3277,2594,MOVE
3277,2594,UP
3277,2594,MOVE
3277,2594,DOWN
3121,1841,MOVE
3118,1841,MOVE
3120,1841,MOVE
3120,1841,UP
3120,1841,MOVE
3120,1841,DOWN
2246,2381,MOVE
2246,2382,MOVE
2245,2381,MOVE
2243,2381,MOVE
2243,2381,UP
2243,2381,MOVE
2243,2381,DOWN
248,286,MOVE
247,287,MOVE
246,288,MOVE
246,288,UP
246,288,MOVE
246,288,DOWN
2597,2447,MOVE
2597,2447,UP
2597,2447,MOVE
2597,2447,DOWN
3162,1233,MOVE
3163,1233,MOVE
3164,1233,MOVE
3165,1234,MOVE
3169,1235,MOVE
3169,1235,UP
3169,1235,MOVE
3169,1235,DOWN
3110,1295,MOVE
3108,1295,MOVE
3105,1294,MOVE
3102,1293,MOVE
3102,1293,UP
3102,1293,MOVE
3102,1293,DOWN
3831,259,MOVE
3834,260,MOVE
3834,260,UP
3834,260,MOVE
3834,260,DOWN
2218,2399,MOVE
2217,2400,MOVE
2219,2400,MOVE
2219,2400,UP
2219,2400,MOVE
2219,2400,DOWN
212,271,MOVE
212,272,MOVE
212,272,UP
212,272,MOVE
212,272,DOWN
2001,2705,MOVE
2003,2705,MOVE
2007,2705,MOVE
2009,2705,MOVE
2011,2705,MOVE
2011,2705,UP
2011,2705,MOVE
2011,2705,DOWN
361,219,MOVE
363,220,MOVE
365,220,MOVE
365,221,MOVE
365,222,MOVE
368,223,MOVE
368,223,UP
368,223,MOVE
368,223,DOWN
1821,2473,MOVE
1823,2473,MOVE
1823,2473,UP
1823,2473,MOVE
1823,2473,DOWN
217,294,MOVE
217,295,MOVE
217,296,MOVE
217,296,UP
217,296,MOVE
217,296,DOWN
1876,3161,MOVE
1876,3162,MOVE
1879,3161,MOVE
1879,3161,UP
1879,3161,MOVE
1879,3161,DOWN
215,339,MOVE
215,340,MOVE
218,341,MOVE
220,342,MOVE
222,343,MOVE
225,344,MOVE
227,345,MOVE
229,346,MOVE
231,348,MOVE
235,348,MOVE
235,348,UP
235,348,MOVE
235,348,DOWN
1647,3534,MOVE
1649,3535,MOVE
1649,3536,MOVE
1651,3536,MOVE
1655,3536,MOVE
1655,3536,UP
1655,3536,MOVE
1655,3536,DOWN
319,304,MOVE
318,304,MOVE
318,305,MOVE
318,305,UP
318,305,MOVE
318,305,DOWN
2213,2722,MOVE
2217,2719,MOVE
2221,2714,MOVE
2228,2707,MOVE
2236,2699,MOVE
2246,2688,MOVE
2282,2636,MOVE
2321,2579,MOVE
2369,2524,MOVE
2418,2465,MOVE
2457,2411,MOVE
2492,2358,MOVE
2538,2307,MOVE
2582,2259,MOVE
2627,2208,MOVE
2673,2156,MOVE
2714,2103,MOVE
2755,2052,MOVE
2801,1998,MOVE
2851,1943,MOVE
2890,1889,MOVE
2927,1831,MOVE
2965,1778,MOVE
3014,1719,MOVE
3057,1666,MOVE
3103,1609,MOVE
3145,1554,MOVE
3187,1498,MOVE
3236,1442,MOVE
3286,1389,MOVE
3329,1337,MOVE
3369,1286,MOVE
3369,1286,UP
3369,1286,MOVE
3369,1286,DOWN
2623,3026,MOVE
2622,3025,MOVE
2622,3025,UP
2622,3025,MOVE
2622,3025,DOWN
211,260,MOVE
211,261,MOVE
210,261,MOVE
210,261,UP
210,261,MOVE
210,261,DOWN
282,307,MOVE
279,307,MOVE
278,307,MOVE
275,307,MOVE
275,307,UP
275,307,MOVE
275,307,DOWN
2192,3666,MOVE
2193,3666,MOVE
2197,3666,MOVE
2197,3666,UP
2197,3666,MOVE
